Word	Prefix	Root 	Suffix 
አድርጎታል።			
አድርጓል።			
አድርጓቸዋል።			
አድኃኔ			
አድናቂ			
አድናቂዎች			
አድናቂዎችን			
አድናቆት			
አድን			
አድንቀዋል።			
አድንቀው			
አድዋ			
አድጎ			
አጀንዳ			
አጀንዳን			
አጀንዳዎችን			
አገልግለዋል።			
አገልግሎቱ			
አገልግሎቱን			
አገልግሎት			
አገልግሎትን			
አገልግሎቶቹን			
አገልግሎቶች			
አገልግሎቶችን			
አገሪቱ			
አገሪቱን			
አገሪቷ			
አገሪቷን			
አገራት			
አገራቸው			
አገራዊ			
አገር			
አገርን			
አገሮች			
አገኘች።			
አገኘ።			
አገኙ።			
አገዛዝ			
አገዛዝን			
አገደ።			
አጋማሽ			
አጋር			
አጋርነታቸውን			
አጋርነት			
አጋርነትን			
አጋሮች			
አጋዘን			
አጋጠማት።			
አጋጥሟታል።			
አግሪ			
አግቢ			
አግባብ			
አግኝተዋል			
አግኝተዋል።			
አግኝታ			
አግኝቷል።			
አግኝቻለሁ።			
አግኝቼ			
አግደዋል።			
አግዳለች።			
አግድም			
አግዷል።			
አጎራባች			
አጎበር			
አጓጓዥ			
አጠር			
አጠቃለዋል።			
አጠቃላይ			
አጠቃቀም			
አጠቃቀምና			
አጠቃቀምን			
አጠባበቅ			
አጠናቀዋል።			
አጠናቃለች።			
አጠናቋል።			
አጠናክሮ			
አጠገብ			
አጠፋሻለው			
አጣምሮ			
አጣ።			
አጥማጆች			
አጥማጆችን			
አጥር			
አጥቂ			
አጥቂዋ			
አጥቂዎች			
አጥተዋል።			
አጥነት			
አጥነትን			
አጥን			
አጥፊ			
አጥፍተዋል።			
አጫሽነት			
አጫጭር			
አጭር			
አጭበርብረዋል			
አጽድቋል።			
አፀደቀ			
አፀደቀች።			
አፀደቀ።			
አፀደቁ።			
አፀደቁ፤			
አፀፋዊ			
አፅሞች			
አፅንኦት			
አፅድቋል			
አፅድቋል።			
አፈር			
አፈና			
አፈናቅሏል።			
አፈንድቷል			
አፈወርቅ			
አፈጉባኤነታቸው			
አፈጣጠር			
አፈጻጸም			
አፈጻጸምን			
አፈፃፀሙን			
አፋር			
አፋጣኝ			
አፋፍ			
አፍሌክ			
አፍሪካ			
አፍሪካን			
አፍሪካዊ			
አፍሪካዊት			
አፍሪካዊዋን			
አፍሪካዊው			
አፍሪካው			
አፍሪካውያን			
አፍሪፒዲያ			
አፍርሰዋል			
አፍሮ			
አፍስሷል			
አፍነው			
አፍንጫ			
አፍዛል			
አፍጋኒሳታን			
አፍጋኒስታን			
አፓርትመንት			
አፕሊኬሽን			
አፕል			
አፕሎድ			
ኡሉሶይ			
ኡመር			
ኡራኤል			
ኡበር			
ኡጋንዳ			
ኡጋንዳ፣			
ኢህአዴግ			
ኢሉባቦር			
ኢሊት			
ኢሊትታን			
ኢላማ			
ኢላማዎች			
ኢማኑኤል			
ኢምቲአዝ			
ኢምፐልስ			
ኢምፔሪያል			
ኢምፖርት			
ኢራቅ			
ኢራናዊቷ			
ኢራናውያን			
ኢራን			
ኢሬሌ			
ኢሬቻን			
ኢሬቻ፣			
ኢሰመጉ			
ኢሳያስ			
ኢስላሚክ			
ኢቢሲ			
ኢብራሂም			
ኢቫንስ			
ኢቲአርኤስኤስ			
ኢትዮ			
ኢትዮሲስ			
ኢትዮሳት			
ኢትዮጲያዊቷ			
ኢትዮጲያዊው			
ኢትዮጵያ			
ኢትዮጵያና			
ኢትዮጵያን			
ኢትዮጵያዊ			
ኢትዮጵያዊት			
ኢትዮጵያዊቷ			
ኢትዮጵያዊው			
ኢትዮጵያዊያንም			
ኢትዮጵያውያኑ			
ኢትዮጵያውያን			
ኢትዮጵያውያንን			
ኢትዮጵያ፣			
ኢነርጂ			
ኢኑጉ			
ኢኒስቲቲውት			
ኢኒሼቲቭ			
ኢንሳ			
ኢንስቲትዩቱ			
ኢንስቲትዩት			
ኢንስቲትዩት፣			
ኢንስታግራም			
ኢንሽዬቲቭ			
ኢንቨስተሮች			
ኢንቨስት			
ኢንቨስትመንት			
ኢንቨስትመንትን			
ኢንቨስትመንቶች			
ኢንቨስትመንቶችን			
ኢንቬስትመንት			
ኢንተለጀንስ			
ኢንተርቴመንት			
ኢንተርናሽናል			
ኢንተርኔት			
ኢንተርኔትን			
ኢንተርኘራይስ			
ኢንተርኮንቲነንታል			
ኢንተርፕራይዝ			
ኢንተርፕራይዞች			
ኢንተርፕራይዞችና			
ኢንቱ			
ኢንቴግሪቲ			
ኢንክ			
ኢንደስትሪ			
ኢንደስትሪው			
ኢንደስትሪውን			
ኢንዱስትሪ			
ኢንዱስትሪው			
ኢንዱስትሪዎች			
ኢንዱስትሪያል			
ኢንዲያና			
ኢንዲፔንደንት			
ኢንጂነር			
ኢንጅነር			
ኢንግላንድ			
ኢንፋንቲኖ			
ኢንፌክሽን			
ኢንፎርሜሽን			
ኢአርሲ			
ኢአርሲአ			
ኢአፌ			
ኢኤኤፍ			
ኢኤፍሪአይ			
ኢኮሎጂ			
ኢኮኖሚ			
ኢኮኖሚዋን			
ኢኮኖሚውን			
ኢኮኖሚዎች			
ኢኮኖሚያዊ			
ኢኮኖሚያዊና			
ኢኳቶሪያል			
ኢውሮፓ			
ኢየሩሳሌም			
ኢያሱ			
ኢዱቴክ			
ኢዴፒ			
ኢዴፓ			
ኢድሊብ			
ኢድሪስ			
ኢጉዋላ			
ኢጋድ			
ኢግልስ			
ኢግናተስ			
ኢፍትሃዊነትን			
ኢፒኤ			
ኢፒኤስኢ			
ኣላማዎች			
ኣቫርሳን			
ኤሊዮድ			
ኤሌና			
ኤሌክትሪክ			
ኤሌክትሮኒክ			
ኤሌክትሮኒክስ			
ኤልሲሲ			
ኤልቪስ			
ኤልኤልሲ			
ኤልኤስዲ			
ኤልዛቤት			
ኤልጂ			
ኤሎን			
ኤመረትስ			
ኤምሬቶች			
ኤምባሲ			
ኤምባሲው			
ኤምባሲዎቿን			
ኤምባሲ፣			
ኤምኤፍኤ			
ኤርሚያስ			
ኤርምኪ			
ኤርትራ			
ኤርትራዊያን			
ኤርትራ፣			
ኤርዶጋን			
ኤርፖርቶች			
ኤሮናውቲክስና			
ኤስኢኤስ			
ኤስዜድ			
ኤስዩን			
ኤስፕራንዛ			
ኤቨረስት			
ኤቲፒ			
ኤችስድስትኤን			
ኤችአይቪ			
ኤችአይቪ፣			
ኤችዲ			
ኤንቢኤ			
ኤንቲሲ			
ኤንትሮቫይረስ			
ኤንኤስኤስ			
ኤንኤፍኤል			
ኤንክሮቻትን			
ኤንድ			
ኤክስ			
ኤክስቼንጅ			
ኤክስፕሎረር			
ኤክስፕረስ			
ኤክስፖ			
ኤክስፖርት			
ኤክዞስኬለተን			
ኤክዞፕላኔት			
ኤኮኖሚ			
ኤዞር			
ኤዢያ			
ኤዥያ			
ኤዲፓወር			
ኤድስ			
ኤድቫርድ			
ኤድዊን			
ኤጀንሲ			
ኤጀንሲው			
ኤጀንሲዎች			
ኤጀንሲ፣			
ኤጀንት			
ኤጄታ			
ኤግልስ			
ኤግዚቢሽን			
ኤግዚቢሽኖች			
ኤፍሬም			
ኤፍቢአይ			
ኤፍቲኤ			
ኤፒአይ			
ኤፒኢሲ			
ኤፒክ			
ኤፕሪል			
እሁድ			
እህል			
እህቶች			
እለቱ			
እለት			
እላፊ			
እልቂት			
እልቂት፤			
እልባት			
እመቤት			
እምቅ			
እምብርተ			
እረቡእ			
እራን			
እርማት			
እርምጃ			
እርምጃን			
እርምጃው			
እርምጃዎች			
እርምጃዎችን			
እርምጃዎችንና			
እርሳቸው			
እርስ			
እርሻ			
እርባታ			
እርባታን			
እርዳታ			
እርዳታን			
እርዳታው			
እርግዝናቸውን			
እርግዝናን			
እርግጥ			
እሮብ			
እሱንና			
እሳተ			
እሳቱን			
እሳት			
እሳትና			
እሳቸው			
እሳቸውም			
እሴት			
እስላማዊ			
እስላማዊው			
እስልምና			
እስማኤልን			
እስረኞች			
እስረኞችን			
እስራት			
እስራኤላዊው			
እስራኤላውያን			
እስራኤል			
እስር			
እስቴት			
እስቴፈን			
እስንስት			
እስከ			
እስከሆነ			
እስከሚደረግ			
እስኪሞቱ			
እስኪጥል			
እስካሁን			
እስካልደረሰ			
እስካልፈፀሙ			
እስክ			
እስክሞክር			
እስክትገባ			
እስያ			
እሸቱ			
እሸቴ			
እቃዎች			
እቃዎችን			
እቅዱን			
እቅድ			
እቅድን			
እቅድ፣			
እቅዶችን			
እብሪተኛ			
እትሙን			
እትም			
እችላለሁ።			
እነሱም			
እነዚህ			
እነዚህም			
እነዚህም፤			
እነዚህን			
እናመሰግናለን			
እናም			
እናምናለን።			
እናበረታታቸዋለን			
እናተኩራለን።			
እናቱ			
እናት			
እናቶች			
እናደሆኑ			
እናደርጋለን፤			
እናዳታቀርብ			
እናድርግ			
እንመለስ			
እንራመድ			
እንስሳ			
እንስሳት			
እንስሳትን			
እንስት			
እንስቷ			
እንቁ			
እንቁላሎችን			
እንቅሰቃሴ			
እንቅስቃሴ			
እንቅስቃሴው			
እንቅስቃሴዎች			
እንቅስቃሴዎችን			
እንቅስቃሴያቸውን			
እንቅፋት			
እንቸገራለን			
እንችላለን			
እንችላለን።			
እንከን			
እንክብካቤ			
እንኳን			
እንወቅ			
እንወያይ			
እንደ			
እንደሁ።			
እንደሆነ			
እንደሆኑ			
እንደለየ			
እንደላኩ			
እንደሌለ			
እንደመሆኑ			
እንደመሆናችን			
እንደመሆኗ			
እንደመረጠ			
እንደመጣ			
እንደሚሆኑ			
እንደሚሆን			
እንደሚለቅ			
እንደሚመለስ			
እንደሚመረቁ			
እንደሚመኙ			
እንደሚመጣ			
እንደሚረዱ			
እንደሚረዳ			
እንደሚራመድ			
እንደሚሰሩም			
እንደሚሰራም			
እንደሚሰጣቸው			
እንደሚሰጥ			
እንደሚሳተፍ			
እንደሚሸፈን			
እንደሚቀጥሉ			
እንደሚቀጥል			
እንደሚቆረጥም			
እንደሚቆይ			
እንደሚቋቋም			
እንደሚበልጡ			
እንደሚታወሰው			
እንደሚታወሰው፣			
እንደሚታደሙበት			
እንደሚቻል			
እንደሚቻልና			
እንደሚችሉ			
እንደሚችል			
እንደሚኖረው			
እንደሚከናወን			
እንደሚከፍል			
እንደሚወስድ			
እንደሚወድቅ			
እንደሚዋቀር			
እንደሚውል			
እንደሚዛወሩ			
እንደሚያመለክተው			
እንደሚያመለክቱት			
እንደሚያመላክተው			
እንደሚያመሩም			
እንደሚያመቻች			
እንደሚያርብ			
እንደሚያሰጀምር			
እንደሚያሳውቀው			
እንደሚያሳየው			
እንደሚያሳዩት			
እንደሚያሳድግ			
እንደሚያሳድግም			
እንደሚያስቀጥሉ			
እንደሚያስተካክል			
እንደሚያስችላት			
እንደሚያስፈልገው			
እንደሚያስፈልጋቸው			
እንደሚያስፈልግ			
እንደሚያስፈልጓት			
እንደሚያሻሽል			
እንደሚያቀርብም			
እንደሚያበረታታና			
እንደሚያበረክት			
እንደሚያካሂዱ			
እንደሚያደርጉት			
እንደሚያደርጋት			
እንደሚያደርግ			
እንደሚያድግ			
እንደሚያገለግል			
እንደሚያገኙላት			
እንደሚያጋልጥ			
እንደሚያጋጥማቸው			
እንደሚያጎለብት፣			
እንደሚያጠናክሩ			
እንደሚያጠናክር			
እንደሚደረግ			
እንደሚደግፉ			
እንደሚደግፍ			
እንደሚጀመር			
እንደሚጀምር			
እንደሚገባም			
እንደሚገኙ			
እንደሚገኝ			
እንደሚገዛ			
እንደሚገጣጥሙ			
እንደሚጠራ			
እንደሚጠቀም			
እንደሚጠቅም			
እንደሚጠበቅ			
እንደሚጠብቁ			
እንደሚጠብቅ			
እንደሚጠይቅ			
እንደሚጨመር			
እንደሚጨምር			
እንደሚፈልግ			
እንደሚፈጥር			
እንደማትቀበለው			
እንደማያደርሱ			
እንደማይሰሩ			
እንደማይሰጡ			
እንደማይቀሩ			
እንደማይቀበለው			
እንደማይተናነስ			
እንደማይታወቅ			
እንደማይታደስ			
እንደማይችሉ			
እንደማይኖር			
እንደማይጫወት			
እንደምታቀርብ			
እንደምታቆም			
እንደምታዘጋጅ			
እንደምታደርግ			
እንደምትለው			
እንደምትመጥቅ			
እንደምትሰጥ			
እንደምትሳተፍ			
እንደምትወስድ			
እንደምትገኝ			
እንደምችል			
እንደሞሉ			
እንደሞተ			
እንደርታ			
እንደሰረቁ			
እንደሰጠች			
እንደሻው			
እንደቀነሱ			
እንደቀዘቀዘ			
እንደቀጠለ			
እንደቀጠፈ			
እንደቆዩ			
እንደተላከ			
እንደተመላከተ			
እንደተመዘገበ			
እንደተረዳው።			
እንደተረገ			
እንደተሰሩ			
እንደተሰበሰቡ			
እንደተስፋፋ			
እንደተነሳች			
እንደተነገራቸው			
እንደተናገረው			
እንደተናገሩት			
እንደተናገሩት፤			
እንደተከሰተ			
እንደተዛመተ			
እንደተያያዘ			
እንደተደረገ			
እንደተደሰቱና			
እንደተጀመረ			
እንደተገኘ			
እንደተገኘበት			
እንደተገኘባቸው			
እንደተገኙ			
እንደተገደለ			
እንደተጠማ			
እንደተጠቁ			
እንደተጠበቀው			
እንደተፈረደባቸው			
እንደታወጅ			
እንደታየች			
እንደታየው			
እንደቻለ			
እንደቻሉ			
እንደነበረበት			
እንደነበሩት			
እንደነበር			
እንደአለምአቀፍ			
እንደከፈተላቸው			
እንደዋሉ			
እንደውም			
እንደዘገበው			
እንደዘገበው፣			
እንደዚህ			
እንደደረሰ			
እንደደረሰበት			
እንደደረሰች			
እንደደረሰው			
እንደደረሳቸው			
እንደዳነ			
እንደገለጸው			
እንደገለጹት			
እንደገለጹት፣			
እንደገለፀችው			
እንደገለፀው			
እንደገለፁት			
እንደገቡ			
እንደገና			
እንደገደለ			
እንደጠረጥረ			
እንደጠቀሱት			
እንደጨመረ			
እንዲሁም			
እንዲሄዱ			
እንዲህ			
እንዲሆኑ			
እንዲሆን			
እንዲለቀቁ			
እንዲለቀቅ			
እንዲለቅ			
እንዲመለሱ			
እንዲመለስ			
እንዲመረመሩ			
እንዲመራ			
እንዲመርጡ			
እንዲመዘገብ			
እንዲሞቱ			
እንዲረጋገጥ			
እንዲራመዱ			
እንዲሰልሉ			
እንዲሰማሩ			
እንዲሰሩ			
እንዲሰበስብ			
እንዲሰተጠው			
እንዲሰጠኝ			
እንዲሰጠው			
እንዲሰጡ			
እንዲሰጥ			
እንዲሰፍን			
እንዲሳተፉ			
እንዲሳተፍ			
እንዲሻሻሉ			
እንዲሻሻል			
እንዲቀላቀሉ			
እንዲቀርብ			
እንዲቀስ			
እንዲቀንስ			
እንዲቀጡ			
እንዲቀጣ			
እንዲቀጥሉ			
እንዲቃኙ			
እንዲቆዩ			
እንዲቆይ			
እንዲቆጥቡ			
እንዲባረሩ			
እንዲተላለፍ			
እንዲተገበሩ			
እንዲታሰሩ			
እንዲታተሙ			
እንዲታደስ			
እንዲታደግ			
እንዲታገድ			
እንዲቸገሩ			
እንዲችሉ			
እንዲነሱ			
እንዲነሳ			
እንዲነሳሳ			
እንዲነጠቅ			
እንዲናዘዝ			
እንዲንቀሳቁ			
እንዲኖረኝ			
እንዲኖራቸው			
እንዲኖር			
እንዲከለከል			
እንዲከሰስ			
እንዲከናወን			
እንዲከፍሉ			
እንዲካሄድ			
እንዲካተት			
እንዲወርድ			
እንዲወሰዱ			
እንዲወስዱ			
እንዲወያዩ			
እንዲወዳደር			
እንዲወገዱ			
እንዲወጡ			
እንዲወጡም			
እንዲወጣ			
እንዲውል			
እንዲዘረዘር			
እንዲዘገዩ			
እንዲዘገይ			
እንዲዘጉ			
እንዲዘጋ			
እንዲያመርቱ			
እንዲያረጋግጥ			
እንዲያሰፉ			
እንዲያሳውቅ			
እንዲያሳዩ			
እንዲያሳይ			
እንዲያስተካክሉ			
እንዲያስችሉ			
እንዲያስችል			
እንዲያስጀምር			
እንዲያቀርቡ			
እንዲያቆሙ			
እንዲያቋርጡ			
እንዲያቋርጥ			
እንዲያነሱ			
እንዲያነሳ			
እንዲያካትት			
እንዲያዘጋጁ			
እንዲያዩ፣			
እንዲያደርጉ			
እንዲያደርጉላቸው			
እንዲያደርግ			
እንዲያድግ			
እንዲያገለግሉ			
እንዲያገኙ			
እንዲያገኝ			
እንዲያጠሩ			
እንዲያጠናክሩ			
እንዲያጠናክር			
እንዲይዙ			
እንዲደረጉ			
እንዲደረግ			
እንዲደርስ			
እንዲደግሙ			
እንዲጀመር			
እንዲጀምሩ			
እንዲገነባ			
እንዲገፉ			
እንዲጋራ			
እንዲጎበኙ			
እንዲጠቀሙ			
እንዲጠቀሙበት			
እንዲጠይቁና			
እንዲጠጋ			
እንዲጣልበት			
እንዲጥለቀለቅ			
እንዲጥሉ			
እንዲጨምር			
እንዲፈርስ			
እንዲፈጠሩ			
እንዲፈጥሩ			
እንዲፈጽሙ			
እንዳ			
እንዳለ			
እንዳለበት			
እንዳለባት			
እንዳለባቸው			
እንዳለች			
እንዳለን			
እንዳለው			
እንዳለው።			
እንዳሉ			
እንዳሉም			
እንዳሉት			
እንዳሉት፣			
እንዳሉት፤			
እንዳላቀረበች			
እንዳላት			
እንዳላቸው			
እንዳልተደረጉ			
እንዳልክ			
እንዳመላክተው			
እንዳሳወቀው			
እንዳሳወቁት			
እንዳስረዱት			
እንዳስተማሩ			
እንዳስታወቀችው			
እንዳስታወቀው			
እንዳስታወቁት			
እንዳስታወቁት፤			
እንዳስነበበው			
እንዳስነበበው።			
እንዳስደሰታቸው			
እንዳቀረበች			
እንዳቀደች			
እንዳቆመ			
እንዳቆመች			
እንዳከፋፈሉ			
እንዳወጣ			
እንዳዋለ			
እንዳያመጡ			
እንዳያሽከረከሩ			
እንዳይመጡ			
እንዳይሰሩ			
እንዳይሰጡ			
እንዳይሳተፉ			
እንዳይሳካ			
እንዳይስፋፋ			
እንዳይበላሽ			
እንዳይችሉ			
እንዳይካሄድ			
እንዳይውሉ			
እንዳይዛመት			
እንዳይደራጁ			
እንዳይገቡ			
እንዳይጠቀም			
እንዳይጠቁ			
እንዳይጠፉ			
እንዳይጨምር			
እንዳይፈስ			
እንዳይፈቅድ			
እንዳደረሱ			
እንዳደረገ			
እንዳደረጋቸው			
እንዳደርግ			
እንዳገኘ			
እንዳገኘች			
እንዳገኙ			
እንዳገደ			
እንዳጠናቀቁ			
እንዳጠፋች			
እንዳፈገፈጉ			
እንዴት			
እንድርክ			
እንድሳተፍ			
እንድታስተካከል			
እንድታሸንፍ			
እንድታውጅ			
እንድታዘጋጅ			
እንድታገግም			
እንድትሆን			
እንድትመራ			
እንድትሰጣት			
እንድትሰጥ			
እንድትናገር			
እንድትካተት			
እንድትወዳደር			
እንድንከታተል			
እንጂ			
እንግሊዘን			
እንግሊዘኛ			
እንግሊዛዊ			
እንግሊዛዊ።			
እንግሊዝ			
እንግሊዝን			
እንግሊዝኛን			
እንግዲህ			
እንግዶችን			
እንግዶችን፣			
እንጠንቀቅ			
እንጦጦ			
እንፈልጋለን፤			
እኩልነትን			
እውቅና			
እውነተኛ			
እውነተኛውን			
እውነታን			
እውነታዎች			
እውን			
እዚህ			
እዚያ			
እዛው			
እየሄዱ			
እየሆኑ			
እየመረመረ			
እየመረመሩ			
እየመራ			
እየረዳ			
እየረጨ			
እየሩሳሌም			
እየሰራ			
እየሰራሁ			
እየሰራች			
እየሰበሰበ			
እየሰጠ			
እየሰጡ			
እየቀነሰ			
እየቀጠለ			
እየተለቀቁ			
እየተለዋወጠ			
እየተሰራ			
እየተሰራጨ			
እየተሰጣቸው			
እየተሳተፉ			
እየተስተዋለ			
እየተስፋፋ			
እየተሸጠ			
እየተሸጡ			
እየተቃረበ			
እየተቆጣጠረ			
እየተባባሰ			
እየተተገበረ			
እየተቸገሩ			
እየተከታተሉ			
እየተከናወነ			
እየተከናወኑ			
እየተካሄደ			
እየተካሄደባቸው			
እየተካሄዱ			
እየተወለዱ			
እየተወሰደ			
እየተወጣ			
እየተዎለዱ			
እየተዘጋጁ			
እየተደረገ			
እየተደረገለት			
እየተደረገበት			
እየተደረገባቸው			
እየተደረጉ			
እየተገበረ			
እየተገበርን			
እየተገነባ			
እየተጠናቀቀ			
እየተጠጋ			
እየተጫወተ			
እየተጫወቱ			
እየተፈተነች			
እየተፋጠነ			
እየታወቁ			
እየታየ			
እየታገ			
እየታገሉ			
እየነዱ			
እየከፈተ			
እየከፋ			
እየወሰደ			
እየወሰዱ			
እየወጡ			
እየዘገየ			
እየዳረጉ			
እየገቡ			
እየገነባ			
እየገደለ			
እየገጠሟት			
እየገፋች			
እየጎበኘን			
እየጠየቀ			
እየጠየቁ			
እየጨመረ			
እየጨመረና			
እየጨፈሩ			
እየፈነዳ			
እያለ			
እያመጣ			
እያማረረ			
እያሳየ			
እያስመሰከረ			
እያስተናገደች			
እያስተዋወቅን			
እያስከተለ			
እያስገባች			
እያሻ			
እያሽቆለቆለ			
እያቃጠለ			
እያበረከተ			
እያነሱ			
እያንዳንዱ			
እያከበሩ			
እያካሄደች			
እያካሄዱ			
እያደረሰ			
እያደረገ			
እያደረገች			
እያደረጉ			
እያደገ			
እያገኘ			
እያገጠማቸው			
እያጋጠማቸው			
እያጣ			
እያጥለቀለቀው			
እያጭበረበረን			
እይታ			
እይታዎችን			
እይታዬን			
እዮብ			
እድሉ			
እድል			
እድልን			
እድሎችን			
እድሜ			
እድሳት			
እድዲሰበሰቡ			
እድገቱን			
እድገት			
እድገትን			
እድገቶች			
እድገቷ			
እጁንና			
እጅን			
እጅጉን			
እጅግ			
እጆች			
እገታን			
እገዛ			
እገዳ			
እገዳን			
እገዳውን			
እገዳዎች			
እግሩ			
እግር			
እግርኳስ			
እግዚአብሔር			
እጥረት			
እጥረትን			
እጥፍ			
እጩነታቸውን			
እጩዎች			
እጩዎችን			
እጾችን			
እፅም			
እፅዋት			
እፈልጋለሁ።			
ኦህን			
ኦሊምፒክ			
ኦሊቬር			
ኦሌክሲ			
ኦሌክሳንደር			
ኦልድ			
ኦሎምፒክ			
ኦሎንድ			
ኦማን			
ኦሪጅናል			
ኦርሊንስ			
ኦርሊያንሰ			
ኦርሊያንስ			
ኦርቶዶክስ			
ኦርኬስትራ			
ኦርዮሌስን			
ኦርጋኖፎስፌት			
ኦሮሚያ			
ኦሮሚያ፣			
ኦሮሚፋ፣			
ኦስላነድ			
ኦስቦርን			
ኦስተን			
ኦስትሬቸር			
ኦስካር			
ኦስዋል			
ኦቢኤን			
ኦባማ			
ኦብሬይን			
ኦቫል			
ኦንላይን			
ኦንታሪዮ			
ኦንዶ			
ኦኪናዋ			
ኦኬፍ			
ኦክላሆማ			
ኦክላንደ			
ኦክላንድ			
ኦክር			
ኦክሳይድን			
ኦክስጅንን			
ኦክቶበር			
ኦኮነር፣			
ኦውቱዚየንን			
ኦይል			
ኦዲዮቪዥዋል			
ኦድላኔር			
ኦዶንግ			
ኦፒሲደብሊው			
ኦፕሬሽን			
ኦፕሬሽንስ			
ኦፕሬተር			
ኦፕሬተሮችን			
ኦፕቲክስ			
ኦፕን			
ኦፖርቹኒቲ			
ከሀምሌ			
ከሀያሁሌት			
ከሀዲያ			
ከሀገር			
ከሁለተኛው			
ከሁለቱ			
ከሁለት			
ከሁለገብ			
ከሁሉም			
ከሃሙሱ			
ከሃያ			
ከሃገር			
ከህብረት			
ከህንድ			
ከህይወት			
ከህዳር			
ከህገወጥ			
ከሆሊውድ			
ከሆነ			
ከሆነው			
ከሆኑ			
ከሆኑት			
ከለከለች።			
ከለከለች፤			
ከለከሉ			
ከሊቢያ			
ከሊፋ			
ከላላ			
ከላንግሌይ			
ከሌለው			
ከሌላ			
ከሌሎቹ			
ከሌሎች			
ከልካይ			
ከልክ			
ከመሆኑ			
ከመሆኗ			
ከመላክ			
ከመላው			
ከመመታቱ			
ከመምህሩ			
ከመምከሩ			
ከመምጣታቸው			
ከመስከረም			
ከመቀላቀሏ			
ከመቀሌ			
ከመቀመጥ			
ከመቃብሩ			
ከመቄዶኒያ			
ከመቅጣት			
ከመንግስት			
ከመከላከያ			
ከመኪና			
ከመውሰዱ			
ከመዘግየቱ			
ከመያዝ			
ከመደበኛ			
ከመደብሮች			
ከመዲናዋ			
ከመዳብ			
ከመድረሱ			
ከመጀመሪያ			
ከመገንባት			
ከመገደሉ			
ከመጋቢት			
ከመግባቱ			
ከመግደላቸው			
ከመጠን			
ከመጡ			
ከመጡት			
ከመጥቀም			
ከመጥፎ			
ከመጨመር			
ከመፅደቁ			
ከመፈፀም			
ከሙሉ			
ከሙቀት			
ከሚለቀቁ			
ከሚለው			
ከሚል			
ከሚመራው			
ከሚመጡ			
ከሚሰጣቸው			
ከሚባል			
ከሚታሰብበት			
ከሚችል			
ከሚነሱበት			
ከሚኒስቴር			
ከሚኖሩ			
ከሚኖሩበት			
ከሚከሰተው			
ከሚከበርባቸው			
ከሚከፍቱ			
ከሚካኤል			
ከሚወዳደሩ			
ከሚያልፍበት			
ከሚያመቻቸው			
ከሚያሰጉ			
ከሚያዋስናት			
ከሚያዙት			
ከሚያዚያ			
ከሚያዝያ			
ከሚያደርጉ			
ከሚያድጉ			
ከሚደረገው			
ከሚደገፉ			
ከሚገኘው			
ከሚገኙ			
ከሚገጥመው			
ከሚጠበቁት			
ከማህበሩ			
ከማለት			
ከማለዳ			
ከማራቶን			
ከማስተዋወቅ			
ከማስወጣቱ			
ከማስዶኒያ			
ከማንቸስተር			
ከማክሞርዶ			
ከማውጣት			
ከማዕድን			
ከማዘጋጀት			
ከማደግ			
ከማድረግ			
ከማድረጓ			
ከማጎልበት			
ከማጠናከሩም			
ከሜታል			
ከሜክሲኮ			
ከሜዳው			
ከምርጫ			
ከምስራቅ			
ከምታረጋቸው			
ከምድር			
ከምድቧ			
ከሞተ			
ከሞከረ			
ከሟቾቹ			
ከሥራ			
ከሦስት			
ከረንሲን			
ከረጢቶችን			
ከሩሲያ			
ከሩቅም			
ከሪያድ			
ከሪፖርተር			
ከራሺያ			
ከራቁ			
ከርማንሻህ			
ከሮሂነግያ			
ከሮጠችው			
ከሰሃራ			
ከሰል			
ከሰማያዊ			
ከሰሜን			
ከሰሞኑ			
ከሰራን			
ከሰሰች።			
ከሰሰ።			
ከሰበረ			
ከሰብአዊ			
ከሰብአዊነት			
ከሰተብርሃን			
ከሰኔ			
ከሰዋል።			
ከሰዎች			
ከሰጠ			
ከሰጠው			
ከሲልት			
ከሲቪክ			
ከሳም			
ከሳምንት			
ከሳተርን			
ከሳውዲ			
ከሴት			
ከስልጣናቸው			
ከስልጣን			
ከስምምነቱ			
ከስምምነት			
ከስምንት			
ከስሪላንካ			
ከስራ			
ከስራቸው			
ከስራው			
ከስር			
ከስቶክሆልም			
ከስዊድን			
ከስድስት			
ከስፔን			
ከሶማሌ			
ከሶስት			
ከሸዋ			
ከሸፈነች			
ከሺዎች			
ከሻርክ			
ከሽርሽር			
ከቀላል			
ከቀረቡ			
ከቀደመው			
ከቀድሞ			
ከቀድሞው			
ከቀጠሉ			
ከቀጠፈው			
ከቀጣዩ			
ከቁጥጥር			
ከቃኖን			
ከቅርብ			
ከቅዳሜ			
ከቆሻሻ			
ከበርካታ			
ከበሽታ			
ከበሽታው			
ከበደ			
ከበድ			
ከበጀት			
ከበፊቱ			
ከባህር			
ከባለፈው			
ከባቢ			
ከባቢያዊ			
ከባንኮች			
ከባንድ			
ከባየር			
ከባድ			
ከባግዳድ			
ከቤት			
ከብራድ			
ከብቃት			
ከብቶች			
ከብቶችና			
ከብቶችን			
ከብዙ			
ከቦስተን			
ከቦታቸው			
ከቦይንግ			
ከቦድ			
ከቫሌ			
ከቫቲካን			
ከተለቀቁ			
ከተለየ			
ከተለያየ			
ከተለያዩ			
ከተላየያ			
ከተመለሰ			
ከተመለሱ			
ከተመረጡ			
ከተመሰረተ			
